year,sex,age_group,subtype,count,rate
2004,males,5–14,dlbcl,4,0.2
2004,males,15–24,dlbcl,10,0.7
2004,males,25–34,dlbcl,24,1.7
2004,males,35–44,dlbcl,59,4
2004,males,45–54,dlbcl,85,6.3
2004,males,55–64,dlbcl,138,13.2
2004,males,65–74,dlbcl,187,28.4
2004,males,75–84,dlbcl,193,48.8
2004,males,85+,dlbcl,37,41.2
2004,females,5–14,dlbcl,1,0.1
2004,females,15–24,dlbcl,11,0.8
2004,females,25–34,dlbcl,22,1.5
2004,females,35–44,dlbcl,32,2.1
2004,females,45–54,dlbcl,65,4.7
2004,females,55–64,dlbcl,89,8.6
2004,females,65–74,dlbcl,123,17.7
2004,females,75–84,dlbcl,164,31.3
2004,females,85+,dlbcl,57,29
2005,males,5–14,dlbcl,1,0
2005,males,15–24,dlbcl,14,1
2005,males,25–34,dlbcl,25,1.8
2005,males,35–44,dlbcl,46,3.1
2005,males,45–54,dlbcl,109,7.9
2005,males,55–64,dlbcl,163,15
2005,males,65–74,dlbcl,164,24.5
2005,males,75–84,dlbcl,185,45.6
2005,males,85+,dlbcl,42,43.5
2005,females,5–14,dlbcl,0,0
2005,females,15–24,dlbcl,11,0.8
2005,females,25–34,dlbcl,16,1.1
2005,females,35–44,dlbcl,31,2.1
2005,females,45–54,dlbcl,81,5.8
2005,females,55–64,dlbcl,109,10.1
2005,females,65–74,dlbcl,179,25.4
2005,females,75–84,dlbcl,217,40.9
2005,females,85+,dlbcl,74,36
2006,males,5–14,dlbcl,3,0.1
2006,males,15–24,dlbcl,14,1
2006,males,25–34,dlbcl,17,1.2
2006,males,35–44,dlbcl,43,2.9
2006,males,45–54,dlbcl,95,6.8
2006,males,55–64,dlbcl,174,15.5
2006,males,65–74,dlbcl,194,28.4
2006,males,75–84,dlbcl,199,48
2006,males,85+,dlbcl,45,43.6
2006,females,5–14,dlbcl,2,0.1
2006,females,15–24,dlbcl,10,0.7
2006,females,25–34,dlbcl,17,1.2
2006,females,35–44,dlbcl,28,1.8
2006,females,45–54,dlbcl,67,4.7
2006,females,55–64,dlbcl,125,11.2
2006,females,65–74,dlbcl,147,20.6
2006,females,75–84,dlbcl,184,34.5
2006,females,85+,dlbcl,66,30.6
2007,males,5–14,dlbcl,6,0.3
2007,males,15–24,dlbcl,10,0.7
2007,males,25–34,dlbcl,25,1.7
2007,males,35–44,dlbcl,44,2.9
2007,males,45–54,dlbcl,80,5.6
2007,males,55–64,dlbcl,178,15.4
2007,males,65–74,dlbcl,211,29.9
2007,males,75–84,dlbcl,198,47
2007,males,85+,dlbcl,58,52.3
2007,females,5–14,dlbcl,1,0.1
2007,females,15–24,dlbcl,5,0.4
2007,females,25–34,dlbcl,14,1
2007,females,35–44,dlbcl,25,1.6
2007,females,45–54,dlbcl,61,4.2
2007,females,55–64,dlbcl,118,10.2
2007,females,65–74,dlbcl,139,18.9
2007,females,75–84,dlbcl,187,34.8
2007,females,85+,dlbcl,76,33.6
2008,males,5–14,dlbcl,4,0.2
2008,males,15–24,dlbcl,14,0.9
2008,males,25–34,dlbcl,34,2.3
2008,males,35–44,dlbcl,39,2.5
2008,males,45–54,dlbcl,104,7.1
2008,males,55–64,dlbcl,184,15.4
2008,males,65–74,dlbcl,187,25.7
2008,males,75–84,dlbcl,225,52.6
2008,males,85+,dlbcl,45,38.3
2008,females,5–14,dlbcl,6,0.3
2008,females,15–24,dlbcl,1,0.1
2008,females,25–34,dlbcl,13,0.9
2008,females,35–44,dlbcl,38,2.4
2008,females,45–54,dlbcl,55,3.7
2008,females,55–64,dlbcl,115,9.6
2008,females,65–74,dlbcl,169,22.3
2008,females,75–84,dlbcl,188,34.8
2008,females,85+,dlbcl,68,28.9
2009,males,5–14,dlbcl,5,0.2
2009,males,15–24,dlbcl,18,1.2
2009,males,25–34,dlbcl,33,2.1
2009,males,35–44,dlbcl,44,2.8
2009,males,45–54,dlbcl,94,6.4
2009,males,55–64,dlbcl,165,13.5
2009,males,65–74,dlbcl,193,25.4
2009,males,75–84,dlbcl,214,49.4
2009,males,85+,dlbcl,73,58.9
2009,females,5–14,dlbcl,2,0.1
2009,females,15–24,dlbcl,9,0.6
2009,females,25–34,dlbcl,16,1.1
2009,females,35–44,dlbcl,41,2.6
2009,females,45–54,dlbcl,65,4.3
2009,females,55–64,dlbcl,130,10.6
2009,females,65–74,dlbcl,185,23.5
2009,females,75–84,dlbcl,189,34.8
2009,females,85+,dlbcl,77,31.5
2010,males,5–14,dlbcl,1,0
2010,males,15–24,dlbcl,13,0.8
2010,males,25–34,dlbcl,21,1.3
2010,males,35–44,dlbcl,51,3.3
2010,males,45–54,dlbcl,93,6.2
2010,males,55–64,dlbcl,230,18.5
2010,males,65–74,dlbcl,233,29.3
2010,males,75–84,dlbcl,178,40.4
2010,males,85+,dlbcl,52,39.5
2010,females,5–14,dlbcl,3,0.1
2010,females,15–24,dlbcl,7,0.5
2010,females,25–34,dlbcl,17,1.1
2010,females,35–44,dlbcl,34,2.2
2010,females,45–54,dlbcl,73,4.8
2010,females,55–64,dlbcl,135,10.7
2010,females,65–74,dlbcl,164,20
2010,females,75–84,dlbcl,180,32.9
2010,females,85+,dlbcl,78,30.6
2011,males,5–14,dlbcl,2,0.1
2011,males,15–24,dlbcl,5,0.3
2011,males,25–34,dlbcl,21,1.3
2011,males,35–44,dlbcl,50,3.2
2011,males,45–54,dlbcl,120,8
2011,males,55–64,dlbcl,221,17.4
2011,males,65–74,dlbcl,218,26.2
2011,males,75–84,dlbcl,236,52.6
2011,males,85+,dlbcl,64,46
2011,females,5–14,dlbcl,2,0.1
2011,females,15–24,dlbcl,8,0.5
2011,females,25–34,dlbcl,18,1.1
2011,females,35–44,dlbcl,27,1.7
2011,females,45–54,dlbcl,60,3.9
2011,females,55–64,dlbcl,161,12.5
2011,females,65–74,dlbcl,174,20.5
2011,females,75–84,dlbcl,198,35.8
2011,females,85+,dlbcl,81,30.6
2012,males,5–14,dlbcl,3,0.1
2012,males,15–24,dlbcl,11,0.7
2012,males,25–34,dlbcl,13,0.8
2012,males,35–44,dlbcl,50,3.2
2012,males,45–54,dlbcl,114,7.5
2012,males,55–64,dlbcl,202,15.7
2012,males,65–74,dlbcl,281,32
2012,males,75–84,dlbcl,244,53.1
2012,males,85+,dlbcl,82,55.8
2012,females,5–14,dlbcl,1,0
2012,females,15–24,dlbcl,5,0.3
2012,females,25–34,dlbcl,10,0.6
2012,females,35–44,dlbcl,33,2.1
2012,females,45–54,dlbcl,84,5.4
2012,females,55–64,dlbcl,135,10.3
2012,females,65–74,dlbcl,171,19
2012,females,75–84,dlbcl,210,37.7
2012,females,85+,dlbcl,94,34.4
2013,males,5–14,dlbcl,1,0
2013,males,15–24,dlbcl,9,0.6
2013,males,25–34,dlbcl,25,1.5
2013,males,35–44,dlbcl,53,3.3
2013,males,45–54,dlbcl,105,6.9
2013,males,55–64,dlbcl,183,14.1
2013,males,65–74,dlbcl,280,30.5
2013,males,75–84,dlbcl,251,53.4
2013,males,85+,dlbcl,89,57.2
2013,females,5–14,dlbcl,0,0
2013,females,15–24,dlbcl,3,0.2
2013,females,25–34,dlbcl,14,0.8
2013,females,35–44,dlbcl,35,2.2
2013,females,45–54,dlbcl,65,4.2
2013,females,55–64,dlbcl,127,9.5
2013,females,65–74,dlbcl,207,22
2013,females,75–84,dlbcl,183,32.5
2013,females,85+,dlbcl,98,34.7
2014,males,5–14,dlbcl,2,0.1
2014,males,15–24,dlbcl,9,0.6
2014,males,25–34,dlbcl,24,1.4
2014,males,35–44,dlbcl,61,3.8
2014,males,45–54,dlbcl,113,7.4
2014,males,55–64,dlbcl,214,16.2
2014,males,65–74,dlbcl,272,28.5
2014,males,75–84,dlbcl,226,46.8
2014,males,85+,dlbcl,71,43.3
2014,females,5–14,dlbcl,0,0
2014,females,15–24,dlbcl,6,0.4
2014,females,25–34,dlbcl,11,0.6
2014,females,35–44,dlbcl,33,2
2014,females,45–54,dlbcl,68,4.3
2014,females,55–64,dlbcl,138,10.1
2014,females,65–74,dlbcl,229,23.4
2014,females,75–84,dlbcl,229,40
2014,females,85+,dlbcl,92,31.7
2015,males,5–14,dlbcl,4,0.2
2015,males,15–24,dlbcl,10,0.6
2015,males,25–34,dlbcl,22,1.2
2015,males,35–44,dlbcl,54,3.4
2015,males,45–54,dlbcl,107,7
2015,males,55–64,dlbcl,183,13.7
2015,males,65–74,dlbcl,273,27.6
2015,males,75–84,dlbcl,254,51.2
2015,males,85+,dlbcl,101,58.8
2015,females,5–14,dlbcl,1,0
2015,females,15–24,dlbcl,10,0.7
2015,females,25–34,dlbcl,17,1
2015,females,35–44,dlbcl,24,1.5
2015,females,45–54,dlbcl,68,4.3
2015,females,55–64,dlbcl,149,10.7
2015,females,65–74,dlbcl,201,19.8
2015,females,75–84,dlbcl,203,34.8
2015,females,85+,dlbcl,105,35.3
2016,males,5–14,dlbcl,4,0.2
2016,males,15–24,dlbcl,9,0.6
2016,males,25–34,dlbcl,8,0.4
2016,males,35–44,dlbcl,40,2.5
2016,males,45–54,dlbcl,95,6.1
2016,males,55–64,dlbcl,188,13.8
2016,males,65–74,dlbcl,324,31.6
2016,males,75–84,dlbcl,281,55
2016,males,85+,dlbcl,118,65.8
2016,females,5–14,dlbcl,2,0.1
2016,females,15–24,dlbcl,7,0.5
2016,females,25–34,dlbcl,14,0.8
2016,females,35–44,dlbcl,24,1.5
2016,females,45–54,dlbcl,76,4.7
2016,females,55–64,dlbcl,147,10.4
2016,females,65–74,dlbcl,204,19.3
2016,females,75–84,dlbcl,199,33.4
2016,females,85+,dlbcl,110,36.3
2017,males,5–14,dlbcl,2,0.1
2017,males,15–24,dlbcl,8,0.5
2017,males,25–34,dlbcl,9,0.5
2017,males,35–44,dlbcl,40,2.5
2017,males,45–54,dlbcl,118,7.5
2017,males,55–64,dlbcl,195,14
2017,males,65–74,dlbcl,331,31.3
2017,males,75–84,dlbcl,278,52.3
2017,males,85+,dlbcl,90,48.8
2017,females,5–14,dlbcl,1,0
2017,females,15–24,dlbcl,8,0.5
2017,females,25–34,dlbcl,14,0.8
2017,females,35–44,dlbcl,26,1.6
2017,females,45–54,dlbcl,72,4.4
2017,females,55–64,dlbcl,143,9.9
2017,females,65–74,dlbcl,230,21
2017,females,75–84,dlbcl,214,34.9
2017,females,85+,dlbcl,99,32.3
2018,males,5–14,dlbcl,1,0
2018,males,15–24,dlbcl,6,0.4
2018,males,25–34,dlbcl,22,1.2
2018,males,35–44,dlbcl,48,2.9
2018,males,45–54,dlbcl,121,7.7
2018,males,55–64,dlbcl,239,16.9
2018,males,65–74,dlbcl,318,29.2
2018,males,75–84,dlbcl,284,51.5
2018,males,85+,dlbcl,118,62.4
2018,females,5–14,dlbcl,1,0
2018,females,15–24,dlbcl,2,0.1
2018,females,25–34,dlbcl,15,0.8
2018,females,35–44,dlbcl,26,1.6
2018,females,45–54,dlbcl,62,3.8
2018,females,55–64,dlbcl,136,9.2
2018,females,65–74,dlbcl,215,18.9
2018,females,75–84,dlbcl,223,35.4
2018,females,85+,dlbcl,119,38.4
2019,males,5–14,dlbcl,2,0.1
2019,males,15–24,dlbcl,14,0.8
2019,males,25–34,dlbcl,24,1.3
2019,males,35–44,dlbcl,45,2.7
2019,males,45–54,dlbcl,90,5.7
2019,males,55–64,dlbcl,211,14.7
2019,males,65–74,dlbcl,358,32.1
2019,males,75–84,dlbcl,287,49.7
2019,males,85+,dlbcl,115,59.2
2019,females,5–14,dlbcl,4,0.2
2019,females,15–24,dlbcl,2,0.1
2019,females,25–34,dlbcl,12,0.6
2019,females,35–44,dlbcl,20,1.2
2019,females,45–54,dlbcl,66,4
2019,females,55–64,dlbcl,159,10.5
2019,females,65–74,dlbcl,263,22.4
2019,females,75–84,dlbcl,247,37.7
2019,females,85+,dlbcl,112,35.7
2020,males,5–14,dlbcl,1,0
2020,males,15–24,dlbcl,11,0.7
2020,males,25–34,dlbcl,21,1.1
2020,males,35–44,dlbcl,47,2.7
2020,males,45–54,dlbcl,110,6.9
2020,males,55–64,dlbcl,227,15.5
2020,males,65–74,dlbcl,368,32
2020,males,75–84,dlbcl,324,53.3
2020,males,85+,dlbcl,116,57.8
2020,females,5–14,dlbcl,2,0.1
2020,females,15–24,dlbcl,3,0.2
2020,females,25–34,dlbcl,13,0.7
2020,females,35–44,dlbcl,43,2.5
2020,females,45–54,dlbcl,66,4
2020,females,55–64,dlbcl,173,11.2
2020,females,65–74,dlbcl,262,21.4
2020,females,75–84,dlbcl,243,35.4
2020,females,85+,dlbcl,97,30.5
2021,males,5–14,dlbcl,3,0.1
2021,males,15–24,dlbcl,10,0.6
2021,males,25–34,dlbcl,20,1.1
2021,males,35–44,dlbcl,59,3.4
2021,males,45–54,dlbcl,89,5.5
2021,males,55–64,dlbcl,210,14.2
2021,males,65–74,dlbcl,331,28.2
2021,males,75–84,dlbcl,371,58.2
2021,males,85+,dlbcl,109,52.2
2021,females,5–14,dlbcl,2,0.1
2021,females,15–24,dlbcl,7,0.5
2021,females,25–34,dlbcl,16,0.9
2021,females,35–44,dlbcl,27,1.5
2021,females,45–54,dlbcl,68,4.1
2021,females,55–64,dlbcl,172,11.2
2021,females,65–74,dlbcl,262,20.9
2021,females,75–84,dlbcl,271,37.9
2021,females,85+,dlbcl,119,36.6
2003,males,5–14,hodgkin,17,0.8
2003,males,15–24,hodgkin,54,3.9
2003,males,25–34,hodgkin,47,3.3
2003,males,35–44,hodgkin,42,2.8
2003,males,45–54,hodgkin,22,1.6
2003,males,55–64,hodgkin,21,2.1
2003,males,65–74,hodgkin,27,4.2
2003,males,75–84,hodgkin,19,5
2003,males,85+,hodgkin,2,2.3
2003,females,5–14,hodgkin,8,0.4
2003,females,15–24,hodgkin,39,2.9
2003,females,25–34,hodgkin,40,2.8
2003,females,35–44,hodgkin,28,1.9
2003,females,45–54,hodgkin,18,1.3
2003,females,55–64,hodgkin,15,1.5
2003,females,65–74,hodgkin,20,2.9
2003,females,75–84,hodgkin,18,3.5
2003,females,85+,hodgkin,3,1.6
2004,males,5–14,hodgkin,15,0.7
2004,males,15–24,hodgkin,53,3.8
2004,males,25–34,hodgkin,36,2.5
2004,males,35–44,hodgkin,46,3.1
2004,males,45–54,hodgkin,26,1.9
2004,males,55–64,hodgkin,18,1.7
2004,males,65–74,hodgkin,34,5.2
2004,males,75–84,hodgkin,17,4.3
2004,males,85+,hodgkin,2,2.2
2004,females,5–14,hodgkin,10,0.5
2004,females,15–24,hodgkin,49,3.6
2004,females,25–34,hodgkin,50,3.5
2004,females,35–44,hodgkin,31,2.1
2004,females,45–54,hodgkin,26,1.9
2004,females,55–64,hodgkin,23,2.2
2004,females,65–74,hodgkin,23,3.3
2004,females,75–84,hodgkin,21,4
2004,females,85+,hodgkin,3,1.5
2005,males,5–14,hodgkin,11,0.5
2005,males,15–24,hodgkin,72,5
2005,males,25–34,hodgkin,49,3.4
2005,males,35–44,hodgkin,42,2.8
2005,males,45–54,hodgkin,37,2.7
2005,males,55–64,hodgkin,25,2.3
2005,males,65–74,hodgkin,25,3.7
2005,males,75–84,hodgkin,19,4.7
2005,males,85+,hodgkin,4,4.1
2005,females,5–14,hodgkin,14,0.7
2005,females,15–24,hodgkin,59,4.3
2005,females,25–34,hodgkin,52,3.6
2005,females,35–44,hodgkin,40,2.7
2005,females,45–54,hodgkin,21,1.5
2005,females,55–64,hodgkin,18,1.7
2005,females,65–74,hodgkin,21,3
2005,females,75–84,hodgkin,18,3.4
2005,females,85+,hodgkin,8,3.9
2006,males,5–14,hodgkin,20,1
2006,males,15–24,hodgkin,63,4.3
2006,males,25–34,hodgkin,50,3.5
2006,males,35–44,hodgkin,40,2.7
2006,males,45–54,hodgkin,25,1.8
2006,males,55–64,hodgkin,31,2.8
2006,males,65–74,hodgkin,28,4.1
2006,males,75–84,hodgkin,13,3.1
2006,males,85+,hodgkin,8,7.7
2006,females,5–14,hodgkin,12,0.6
2006,females,15–24,hodgkin,66,4.7
2006,females,25–34,hodgkin,49,3.4
2006,females,35–44,hodgkin,32,2.1
2006,females,45–54,hodgkin,15,1.1
2006,females,55–64,hodgkin,26,2.3
2006,females,65–74,hodgkin,15,2.1
2006,females,75–84,hodgkin,17,3.2
2006,females,85+,hodgkin,4,1.9
2007,males,5–14,hodgkin,15,0.7
2007,males,15–24,hodgkin,54,3.6
2007,males,25–34,hodgkin,59,4.1
2007,males,35–44,hodgkin,40,2.6
2007,males,45–54,hodgkin,46,3.2
2007,males,55–64,hodgkin,33,2.9
2007,males,65–74,hodgkin,27,3.8
2007,males,75–84,hodgkin,12,2.8
2007,males,85+,hodgkin,5,4.5
2007,females,5–14,hodgkin,10,0.5
2007,females,15–24,hodgkin,70,4.9
2007,females,25–34,hodgkin,53,3.7
2007,females,35–44,hodgkin,23,1.5
2007,females,45–54,hodgkin,24,1.7
2007,females,55–64,hodgkin,26,2.3
2007,females,65–74,hodgkin,23,3.1
2007,females,75–84,hodgkin,19,3.5
2007,females,85+,hodgkin,4,1.8
2008,males,5–14,hodgkin,8,0.4
2008,males,15–24,hodgkin,62,4.1
2008,males,25–34,hodgkin,46,3.1
2008,males,35–44,hodgkin,42,2.7
2008,males,45–54,hodgkin,44,3
2008,males,55–64,hodgkin,42,3.5
2008,males,65–74,hodgkin,40,5.5
2008,males,75–84,hodgkin,14,3.3
2008,males,85+,hodgkin,7,6
2008,females,5–14,hodgkin,9,0.5
2008,females,15–24,hodgkin,57,3.9
2008,females,25–34,hodgkin,57,3.9
2008,females,35–44,hodgkin,19,1.2
2008,females,45–54,hodgkin,17,1.1
2008,females,55–64,hodgkin,26,2.2
2008,females,65–74,hodgkin,14,1.9
2008,females,75–84,hodgkin,16,3
2008,females,85+,hodgkin,3,1.3
2009,males,5–14,hodgkin,15,0.7
2009,males,15–24,hodgkin,67,4.3
2009,males,25–34,hodgkin,61,4
2009,males,35–44,hodgkin,42,2.7
2009,males,45–54,hodgkin,29,2
2009,males,55–64,hodgkin,35,2.9
2009,males,65–74,hodgkin,24,3.2
2009,males,75–84,hodgkin,19,4.4
2009,males,85+,hodgkin,4,3.2
2009,females,5–14,hodgkin,10,0.5
2009,females,15–24,hodgkin,58,3.9
2009,females,25–34,hodgkin,69,4.6
2009,females,35–44,hodgkin,30,1.9
2009,females,45–54,hodgkin,26,1.7
2009,females,55–64,hodgkin,23,1.9
2009,females,65–74,hodgkin,24,3.1
2009,females,75–84,hodgkin,16,2.9
2009,females,85+,hodgkin,6,2.5
2010,males,5–14,hodgkin,12,0.6
2010,males,15–24,hodgkin,59,3.7
2010,males,25–34,hodgkin,45,2.9
2010,males,35–44,hodgkin,56,3.6
2010,males,45–54,hodgkin,45,3
2010,males,55–64,hodgkin,41,3.3
2010,males,65–74,hodgkin,35,4.4
2010,males,75–84,hodgkin,29,6.6
2010,males,85+,hodgkin,5,3.8
2010,females,5–14,hodgkin,11,0.5
2010,females,15–24,hodgkin,60,4
2010,females,25–34,hodgkin,64,4.1
2010,females,35–44,hodgkin,34,2.2
2010,females,45–54,hodgkin,33,2.2
2010,females,55–64,hodgkin,16,1.3
2010,females,65–74,hodgkin,26,3.2
2010,females,75–84,hodgkin,16,2.9
2010,females,85+,hodgkin,6,2.4
2011,males,5–14,hodgkin,19,0.9
2011,males,15–24,hodgkin,58,3.7
2011,males,25–34,hodgkin,65,4
2011,males,35–44,hodgkin,44,2.8
2011,males,45–54,hodgkin,47,3.1
2011,males,55–64,hodgkin,39,3.1
2011,males,65–74,hodgkin,44,5.3
2011,males,75–84,hodgkin,20,4.5
2011,males,85+,hodgkin,4,2.9
2011,females,5–14,hodgkin,9,0.4
2011,females,15–24,hodgkin,76,5.1
2011,females,25–34,hodgkin,52,3.3
2011,females,35–44,hodgkin,42,2.6
2011,females,45–54,hodgkin,23,1.5
2011,females,55–64,hodgkin,28,2.2
2011,females,65–74,hodgkin,21,2.5
2011,females,75–84,hodgkin,21,3.8
2011,females,85+,hodgkin,9,3.4
2012,males,5–14,hodgkin,21,1
2012,males,15–24,hodgkin,70,4.4
2012,males,25–34,hodgkin,72,4.3
2012,males,35–44,hodgkin,46,2.9
2012,males,45–54,hodgkin,49,3.2
2012,males,55–64,hodgkin,41,3.2
2012,males,65–74,hodgkin,51,5.8
2012,males,75–84,hodgkin,32,7
2012,males,85+,hodgkin,7,4.8
2012,females,5–14,hodgkin,5,0.2
2012,females,15–24,hodgkin,68,4.5
2012,females,25–34,hodgkin,52,3.2
2012,females,35–44,hodgkin,35,2.2
2012,females,45–54,hodgkin,29,1.9
2012,females,55–64,hodgkin,25,1.9
2012,females,65–74,hodgkin,25,2.8
2012,females,75–84,hodgkin,15,2.7
2012,females,85+,hodgkin,6,2.2
2013,males,5–14,hodgkin,19,0.8
2013,males,15–24,hodgkin,64,4
2013,males,25–34,hodgkin,59,3.5
2013,males,35–44,hodgkin,37,2.3
2013,males,45–54,hodgkin,36,2.4
2013,males,55–64,hodgkin,51,3.9
2013,males,65–74,hodgkin,44,4.8
2013,males,75–84,hodgkin,23,4.9
2013,males,85+,hodgkin,8,5.1
2013,females,5–14,hodgkin,6,0.3
2013,females,15–24,hodgkin,77,5.1
2013,females,25–34,hodgkin,57,3.4
2013,females,35–44,hodgkin,45,2.8
2013,females,45–54,hodgkin,42,2.7
2013,females,55–64,hodgkin,25,1.9
2013,females,65–74,hodgkin,23,2.4
2013,females,75–84,hodgkin,20,3.6
2013,females,85+,hodgkin,10,3.5
2014,males,5–14,hodgkin,18,0.8
2014,males,15–24,hodgkin,59,3.7
2014,males,25–34,hodgkin,64,3.7
2014,males,35–44,hodgkin,58,3.6
2014,males,45–54,hodgkin,52,3.4
2014,males,55–64,hodgkin,32,2.4
2014,males,65–74,hodgkin,47,4.9
2014,males,75–84,hodgkin,19,3.9
2014,males,85+,hodgkin,4,2.4
2014,females,5–14,hodgkin,12,0.6
2014,females,15–24,hodgkin,57,3.7
2014,females,25–34,hodgkin,69,4
2014,females,35–44,hodgkin,40,2.5
2014,females,45–54,hodgkin,30,1.9
2014,females,55–64,hodgkin,29,2.1
2014,females,65–74,hodgkin,34,3.5
2014,females,75–84,hodgkin,23,4
2014,females,85+,hodgkin,5,1.7
2015,males,5–14,hodgkin,19,0.8
2015,males,15–24,hodgkin,79,4.9
2015,males,25–34,hodgkin,74,4.2
2015,males,35–44,hodgkin,45,2.8
2015,males,45–54,hodgkin,37,2.4
2015,males,55–64,hodgkin,47,3.5
2015,males,65–74,hodgkin,34,3.4
2015,males,75–84,hodgkin,36,7.3
2015,males,85+,hodgkin,17,9.9
2015,females,5–14,hodgkin,10,0.5
2015,females,15–24,hodgkin,66,4.3
2015,females,25–34,hodgkin,66,3.7
2015,females,35–44,hodgkin,45,2.8
2015,females,45–54,hodgkin,19,1.2
2015,females,55–64,hodgkin,21,1.5
2015,females,65–74,hodgkin,29,2.9
2015,females,75–84,hodgkin,18,3.1
2015,females,85+,hodgkin,9,3
2016,males,5–14,hodgkin,17,0.7
2016,males,15–24,hodgkin,55,3.4
2016,males,25–34,hodgkin,54,3
2016,males,35–44,hodgkin,45,2.8
2016,males,45–54,hodgkin,50,3.2
2016,males,55–64,hodgkin,41,3
2016,males,65–74,hodgkin,45,4.4
2016,males,75–84,hodgkin,35,6.9
2016,males,85+,hodgkin,9,5
2016,females,5–14,hodgkin,13,0.6
2016,females,15–24,hodgkin,85,5.5
2016,females,25–34,hodgkin,72,4
2016,females,35–44,hodgkin,48,3
2016,females,45–54,hodgkin,25,1.6
2016,females,55–64,hodgkin,27,1.9
2016,females,65–74,hodgkin,28,2.6
2016,females,75–84,hodgkin,28,4.7
2016,females,85+,hodgkin,8,2.6
2017,males,5–14,hodgkin,13,0.5
2017,males,15–24,hodgkin,76,4.6
2017,males,25–34,hodgkin,73,4
2017,males,35–44,hodgkin,42,2.6
2017,males,45–54,hodgkin,52,3.3
2017,males,55–64,hodgkin,41,3
2017,males,65–74,hodgkin,62,5.9
2017,males,75–84,hodgkin,34,6.4
2017,males,85+,hodgkin,11,6
2017,females,5–14,hodgkin,13,0.6
2017,females,15–24,hodgkin,63,4
2017,females,25–34,hodgkin,75,4.1
2017,females,35–44,hodgkin,34,2.1
2017,females,45–54,hodgkin,29,1.8
2017,females,55–64,hodgkin,31,2.1
2017,females,65–74,hodgkin,29,2.6
2017,females,75–84,hodgkin,18,2.9
2017,females,85+,hodgkin,9,2.9
2018,males,5–14,hodgkin,14,0.6
2018,males,15–24,hodgkin,58,3.5
2018,males,25–34,hodgkin,66,3.6
2018,males,35–44,hodgkin,58,3.5
2018,males,45–54,hodgkin,45,2.9
2018,males,55–64,hodgkin,54,3.8
2018,males,65–74,hodgkin,48,4.4
2018,males,75–84,hodgkin,36,6.5
2018,males,85+,hodgkin,7,3.7
2018,females,5–14,hodgkin,9,0.4
2018,females,15–24,hodgkin,73,4.7
2018,females,25–34,hodgkin,50,2.7
2018,females,35–44,hodgkin,38,2.3
2018,females,45–54,hodgkin,25,1.5
2018,females,55–64,hodgkin,25,1.7
2018,females,65–74,hodgkin,26,2.3
2018,females,75–84,hodgkin,26,4.1
2018,females,85+,hodgkin,9,2.9
2019,males,5–14,hodgkin,12,0.5
2019,males,15–24,hodgkin,68,4.1
2019,males,25–34,hodgkin,71,3.8
2019,males,35–44,hodgkin,53,3.2
2019,males,45–54,hodgkin,44,2.8
2019,males,55–64,hodgkin,52,3.6
2019,males,65–74,hodgkin,55,4.9
2019,males,75–84,hodgkin,25,4.3
2019,males,85+,hodgkin,10,5.1
2019,females,5–14,hodgkin,18,0.8
2019,females,15–24,hodgkin,63,4
2019,females,25–34,hodgkin,81,4.3
2019,females,35–44,hodgkin,44,2.6
2019,females,45–54,hodgkin,24,1.5
2019,females,55–64,hodgkin,20,1.3
2019,females,65–74,hodgkin,31,2.6
2019,females,75–84,hodgkin,33,5
2019,females,85+,hodgkin,13,4.1
2020,males,5–14,hodgkin,21,0.9
2020,males,15–24,hodgkin,77,4.7
2020,males,25–34,hodgkin,64,3.4
2020,males,35–44,hodgkin,54,3.1
2020,males,45–54,hodgkin,53,3.3
2020,males,55–64,hodgkin,56,3.8
2020,males,65–74,hodgkin,56,4.9
2020,males,75–84,hodgkin,40,6.6
2020,males,85+,hodgkin,15,7.5
2020,females,5–14,hodgkin,22,1
2020,females,15–24,hodgkin,65,4.2
2020,females,25–34,hodgkin,69,3.6
2020,females,35–44,hodgkin,42,2.4
2020,females,45–54,hodgkin,24,1.5
2020,females,55–64,hodgkin,37,2.4
2020,females,65–74,hodgkin,26,2.1
2020,females,75–84,hodgkin,34,5
2020,females,85+,hodgkin,11,3.5
2021,males,5–14,hodgkin,22,0.9
2021,males,15–24,hodgkin,58,3.6
2021,males,25–34,hodgkin,65,3.5
2021,males,35–44,hodgkin,60,3.4
2021,males,45–54,hodgkin,46,2.9
2021,males,55–64,hodgkin,72,4.9
2021,males,65–74,hodgkin,49,4.2
2021,males,75–84,hodgkin,38,6
2021,males,85+,hodgkin,8,3.8
2021,females,5–14,hodgkin,7,0.3
2021,females,15–24,hodgkin,64,4.3
2021,females,25–34,hodgkin,83,4.5
2021,females,35–44,hodgkin,53,3
2021,females,45–54,hodgkin,36,2.2
2021,females,55–64,hodgkin,29,1.9
2021,females,65–74,hodgkin,46,3.7
2021,females,75–84,hodgkin,33,4.6
2021,females,85+,hodgkin,11,3.4
